Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;nichts;Mathematik;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Keine Angaben;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Keine Angaben;Englisch;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;weniger Hausaufgaben;Englisch;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Mensa;Englisch;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Gar nicht gut;Organisation/ System verbessern;Englisch;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Keine Angabe;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Natur;Ja;Ja;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Nein;Ja;Ja;Eher stark
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Ein anderes Fach;Kultur;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Keine Angabe
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Mehr Mitspracherecht fôr Schôler;Ein anderes Fach;Schšnheit, Sport;Nein;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Lehrer erneuern/ wechseln;Deutsch;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Schule;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Deutsch;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;sp_ter beginnen;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Keine Angabe;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Ja;Nein;Ja;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Ein anderes Fach;Bildung, Soziales;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Keine Angabe;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Sehr gut;sp_ter beginnen;Sport;Verkehr, Logistik;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Natur;Ja;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;Schšnheit, Sport;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Ja;Nein;Ja;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Musik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Musik;keine Angabe;Nein;Nein;Nein;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;weniger Hausaufgaben;Sport;Verkehr, Logistik;Ja;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Musik;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Hausaufgaben;Deutsch;Informatik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Keine Angabe;keine Angabe;Ja;Ja;Nein;Sehr stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Kultur;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;farbigere Schule;Englisch;Wirtschaft, Verwaltung;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Mehr Spass;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;Gestaltung, Kunst;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nicht so streng;Musik;Nahrung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Englisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Musik;Natur;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;Nahrung;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Schule;Mathematik;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Mathematik;keine Angabe;Ja;Ja;Ja;Sehr stark
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Arbeitszeiten;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;nicht so streng;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;anderes;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Betrieb wechseln;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Eher nicht gut;Betrieb wechseln;Keine Angabe;Gestaltung, Kunst;Nein;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Arbeitszeiten;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Lohn;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Ja;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Keine Angaben;Mathematik;Gestaltung, Kunst;Nein;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;WCs;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;WCs;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;sp_ter beginnen;Englisch;Bildung, Soziales;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;weniger Hausaufgaben;Sport;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Keine Angabe;2013;Primarstufe;11 bis 14 Jahre;Keine Angabe;Sehr gut;nichts;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Keine Angabe;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;sp_ter beginnen;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Franz_sisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Englisch;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mittagspause verl_ngern;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Sport;Verkauf;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Informatik;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Schulzeiten/ Stundenplan;Mathematik;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Sport;Gesundheit;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Sport;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mittagspause verl_ngern;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;Verkehr, Logistik;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;> 18 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Gestaltung, Kunst;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Sport;Bau;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;nichts;Mathematik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Keine Angabe;Bildung, Soziales;Nein;Nein;Ja;Sehr stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher nicht gut;Mittagspause verl_ngern;Ein anderes Fach;Verkauf;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher nicht gut;Pausenplatz;Sport;Fahrzeuge;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;strenge Regeln;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;strenge Regeln;Sport;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Weiss nicht;Mathematik;Metall, Maschinen;Nein;Ja;Nein;Keine Angabe
1;1;Keine Angabe;2013;Andere Schule;Keine Angabe;Keine Angabe;Sehr gut;strenge Regeln;Keine Angabe;Metall, Maschinen;Nein;Nein;Ja;Eher nicht
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Sport;Bau;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Schulzeiten/ Stundenplan;Sport;Verkehr, Logistik;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Andere Schule;15 bis 17 Jahre;Maennlich;Gar nicht gut;Keine Angaben;Ein anderes Fach;Elektrotechnik;Nein;Nein;Ja;Eher nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;Gesundheit;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Lohn;Sport;keine Angabe;Nein;Nein;Ja;Eher stark
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Arbeitszeiten;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Arbeitszeiten;Ein anderes Fach;Bildung, Soziales;Ja;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Deutsch;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Ferien (mehr und l_nger) (Weihnachtsferien);Sport;Gastgewerbe;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Sport;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher nicht gut;nichts;Englisch;Chemie, Physik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Gar nicht gut;weniger Schule;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;Planung, Konstruktion;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Gewalt/ Streit verhindern;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Kultur;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Chemie, Physik;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;sp_ter beginnen;Mathematik;Natur;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Verkehr, Logistik;Ja;Ja;Nein;Sehr stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Gar nicht gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Gar nicht gut;weniger Hausaufgaben;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;Mehr Spass;Ein anderes Fach;Kultur;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;Gesundheit;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;WCs;Ein anderes Fach;Nahrung;Ja;Ja;Ja;Sehr stark
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Englisch;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Sehr gut;Mensa;Ein anderes Fach;Gesundheit;Ja;Ja;Nein;Eher stark
